Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Calorie_Level
5,Male,138.0,29.9,15.69,Low,Low
13,Male,157.2,64.3,26.01,Medium,High
5,Male,146.0,33.3,15.61,Medium,Medium
5,Female,141.6,38.1,18.99,High,Medium
11,Female,147.1,47.3,21.85,High,Medium
6,Male,130.4,25.6,15.06,Medium,Low
9,Male,133.9,32.6,18.17,Medium,Medium
12,Female,163.9,62.6,23.3,High,High
12,Female,151.8,58.3,25.28,Low,Low
7,Female,126.9,15.0,9.32,High,Low
11,Female,151.7,47.2,20.51,Medium,Medium
7,Male,130.4,40.4,23.77,Medium,Medium
10,Male,154.2,58.7,24.69,Low,Medium
10,Male,129.3,39.5,23.61,Medium,Medium
7,Male,128.2,34.2,20.84,Low,Low
11,Male,149.6,40.9,18.29,Low,Low
7,Female,124.3,29.6,19.14,Low,Low
12,Male,152.8,53.6,22.96,Medium,Medium
14,Female,184.2,102.4,30.16,Medium,High
8,Male,126.4,32.8,20.54,High,Medium
17,Male,171.9,76.1,25.75,Low,Medium
5,Male,141.1,46.4,23.33,Medium,Medium
8,Male,126.6,30.4,18.94,Medium,Low
11,Male,136.1,39.6,21.4,Medium,Medium
15,Female,171.2,69.0,23.56,High,High
8,Female,103.0,15.0,14.14,Medium,Low
17,Female,142.0,49.6,24.59,High,Medium
10,Male,148.3,56.8,25.82,Medium,Medium
13,Male,141.6,49.1,24.49,Medium,Medium
5,Female,111.8,23.9,19.11,Medium,Low
17,Male,161.2,70.2,27.01,High,High
9,Male,117.8,22.8,16.44,High,Medium
15,Female,163.5,54.4,20.33,Medium,Medium
11,Male,156.1,47.0,19.27,High,High
5,Female,127.4,25.4,15.65,Low,Low
8,Male,116.6,17.0,12.49,High,Low
10,Female,158.5,69.7,27.74,Low,Medium
6,Male,110.7,15.0,12.24,Low,Low
14,Male,167.2,59.0,21.08,Low,Medium
9,Female,109.6,15.0,12.49,High,Low
15,Male,167.5,59.5,21.22,High,High
14,Male,161.8,55.4,21.17,High,High
5,Female,135.8,31.8,17.25,High,Medium
10,Male,152.2,44.6,19.27,Medium,Medium
10,Female,139.1,32.9,17.02,High,Medium
17,Male,157.2,68.1,27.56,High,High
8,Male,121.8,26.8,18.03,Medium,Low
17,Male,183.8,89.9,26.61,Low,High
12,Male,161.2,60.9,23.45,Medium,High
8,Female,115.3,23.4,17.6,High,Low
12,Male,153.0,59.8,25.54,High,High
17,Female,147.7,52.5,24.06,High,Medium
12,Male,140.5,35.3,17.87,High,Medium
9,Male,115.7,15.0,11.2,High,Low
17,Male,175.7,84.2,27.26,High,High
8,Male,112.1,15.0,11.94,High,Low
16,Female,169.3,59.0,20.58,Low,Medium
17,Female,165.0,60.7,22.3,Medium,Medium
6,Female,123.2,35.7,23.52,Medium,Low
15,Female,181.7,77.4,23.45,High,High
7,Male,142.6,45.2,22.24,Medium,Medium
7,Female,123.6,18.6,12.2,Low,Low
8,Female,121.5,27.6,18.72,Low,Low
8,Male,109.9,15.0,12.41,Medium,Low
14,Male,165.0,53.0,19.49,Medium,High
15,Male,184.5,86.7,25.45,Medium,High
15,Male,163.7,50.3,18.75,Low,Medium
9,Female,132.3,27.9,15.92,Medium,Low
8,Female,111.0,15.0,12.17,Low,Low
15,Male,160.7,75.4,29.22,Medium,High
14,Male,169.6,72.2,25.08,Medium,High
12,Male,146.1,39.9,18.71,Medium,Medium
10,Female,153.2,50.7,21.59,Medium,Medium
10,Female,139.0,46.4,24.01,Low,Low
12,Male,127.5,21.5,13.21,High,Medium
11,Male,156.2,65.0,26.63,Medium,High
14,Female,155.6,51.5,21.24,Low,Low
15,Male,170.1,62.7,21.69,Low,Medium
16,Male,169.5,65.6,22.82,Medium,High
14,Female,148.4,35.4,16.1,Low,Low
17,Male,175.5,58.1,18.87,Low,Medium
12,Female,139.3,38.7,19.92,Medium,Low
6,Male,125.6,25.0,15.87,Medium,Low
13,Male,161.4,63.5,24.36,Medium,High
5,Female,141.2,40.5,20.32,High,Medium
12,Female,158.4,77.1,30.7,Low,Medium
16,Male,146.9,48.2,22.35,High,High
15,Female,187.6,76.6,21.76,Low,Medium
16,Male,158.2,49.3,19.68,Medium,Medium
16,Male,186.0,86.0,24.86,Low,High
8,Female,122.4,19.0,12.64,High,Low
8,Male,121.6,15.0,10.15,Medium,Low
9,Male,122.5,22.1,14.69,Low,Low
12,Female,141.0,40.6,20.44,Medium,Low
9,Female,150.2,63.0,27.91,Low,Medium
12,Male,144.2,36.9,17.74,High,Medium
14,Female,162.0,58.6,22.35,Medium,Medium
5,Female,125.8,38.5,24.35,Low,Low
16,Female,155.3,58.0,24.02,Medium,Medium
14,Female,181.0,73.6,22.47,Low,Medium
13,Male,150.3,44.6,19.73,Medium,Medium
10,Male,138.9,29.1,15.12,Medium,Medium
7,Male,134.4,35.0,19.38,Medium,Medium
17,Female,165.4,73.7,26.92,High,High
12,Female,150.5,63.5,28.06,Low,Medium
13,Female,180.3,68.4,21.05,High,High
10,Female,155.0,62.0,25.79,Medium,Medium
15,Female,166.4,67.7,24.45,Low,Medium
11,Female,165.9,63.8,23.18,Medium,Medium
5,Female,118.7,15.4,10.91,High,Low
9,Male,124.0,15.0,9.76,Medium,Low
9,Male,124.7,29.8,19.16,Low,Low
14,Female,164.0,53.4,19.87,Low,Low
8,Female,114.3,15.0,11.48,High,Low
10,Female,129.2,32.5,19.49,Medium,Low
11,Male,149.2,34.6,15.57,Medium,Medium
13,Male,158.7,48.1,19.11,Low,Medium
5,Female,144.1,53.8,25.93,High,High
10,Female,144.3,45.3,21.74,High,Medium
11,Male,142.5,37.2,18.32,Low,Low
7,Male,135.9,37.0,19.99,Low,Low
12,Male,149.0,54.4,24.49,High,High
9,Male,123.2,32.2,21.23,High,Medium
13,Female,158.6,49.7,19.76,Medium,Medium
9,Male,161.6,53.4,20.45,High,High
13,Male,168.6,73.5,25.85,Medium,High
14,Female,175.8,81.0,26.19,Low,Medium
8,Male,114.8,15.0,11.39,High,Low
13,Male,159.2,51.3,20.24,Medium,Medium
9,Male,146.1,44.6,20.88,High,High
14,Female,179.0,79.2,24.71,Low,Medium
13,Male,169.6,70.0,24.34,Medium,High
7,Female,121.2,15.0,10.21,High,Low
8,Female,122.7,23.0,15.28,Medium,Low
13,Male,158.2,52.5,20.97,Medium,Medium
14,Male,153.4,44.1,18.73,High,High
15,Male,174.2,74.2,24.42,Medium,High
10,Male,150.4,49.5,21.88,Medium,Medium
6,Female,132.4,38.8,22.13,High,Medium
11,Male,141.6,34.7,17.32,Low,Low
6,Male,127.6,29.4,18.09,High,Medium
15,Male,160.7,48.1,18.64,High,High
6,Female,117.7,15.5,11.2,Medium,Low
15,Male,181.7,85.4,25.87,Medium,High
5,Male,126.2,30.6,19.21,High,Medium
15,Female,170.1,74.5,25.76,Low,Medium
15,Female,173.4,79.8,26.55,Medium,High
16,Male,166.3,62.8,22.69,Medium,High
15,Male,167.4,71.4,25.47,Low,Medium
7,Male,114.1,29.1,22.33,Medium,Low
10,Male,136.0,32.3,17.45,High,Medium
12,Male,135.5,46.6,25.35,High,High
13,Female,171.1,78.1,26.68,Medium,High
11,Female,145.7,43.6,20.53,Medium,Medium
8,Male,116.0,15.0,11.14,Medium,Low
10,Male,150.8,51.7,22.76,Low,Medium
9,Female,130.4,37.0,21.75,High,Medium
12,Male,138.1,41.3,21.66,High,Medium
5,Male,124.7,20.9,13.45,High,Medium
5,Male,130.5,15.0,8.81,Medium,Low
17,Male,156.4,61.8,25.26,Medium,High
15,Male,170.7,55.2,18.95,Low,Medium
10,Female,148.0,37.1,16.93,Medium,Medium
14,Male,155.0,51.8,21.55,Medium,Medium
16,Male,167.2,57.5,20.56,High,High
6,Male,128.7,31.2,18.85,High,Medium
9,Female,118.7,16.4,11.61,High,Low
5,Female,119.5,25.8,18.07,High,Low
11,Female,134.9,22.1,12.12,Low,Low
5,Female,120.5,15.2,10.48,Medium,Low
8,Male,124.9,24.9,15.98,Low,Low
13,Female,159.6,59.9,23.53,Low,Medium
5,Male,110.2,15.7,12.94,Medium,Low
8,Male,118.1,15.0,10.75,High,Low
10,Female,140.8,37.1,18.7,Medium,Low
10,Female,153.2,57.2,24.39,Low,Low
16,Female,170.9,53.4,18.26,Low,Medium
17,Female,173.4,76.4,25.43,Low,Medium
12,Female,137.6,43.7,23.09,Low,Low
5,Male,126.4,15.7,9.85,Low,Low
11,Female,120.8,18.2,12.51,Medium,Low
5,Female,129.3,41.2,24.67,High,Medium
17,Female,171.1,76.4,26.09,Medium,High
11,Male,141.5,45.1,22.51,Medium,Medium
7,Female,128.0,35.9,21.92,Low,Low
15,Male,149.9,64.3,28.63,High,High
12,Female,137.0,37.1,19.79,Medium,Low
7,Female,132.7,29.4,16.71,High,Medium
17,Male,170.1,78.0,26.96,High,High
5,Female,120.9,19.4,13.26,High,Low
17,Male,173.1,65.7,21.92,Low,Medium
17,Male,166.4,62.1,22.42,Medium,High
12,Male,140.0,42.5,21.67,Low,Low
7,Female,123.2,19.6,12.9,Low,Low
6,Female,120.4,17.4,12.03,Low,Low
5,Female,113.2,15.0,11.71,High,Low
7,Male,137.6,49.0,25.92,High,High
6,Female,119.3,16.6,11.64,Low,Low
6,Male,116.7,15.0,11.02,Medium,Low
10,Female,129.7,24.9,14.78,High,Low
16,Male,138.6,45.1,23.44,Medium,Medium
5,Male,132.0,36.6,21.0,Medium,Medium
6,Male,132.9,28.9,16.37,Medium,Medium
10,Female,156.9,57.2,23.22,High,High
7,Male,123.5,25.7,16.86,Medium,Low
8,Male,121.8,16.1,10.89,High,Low
5,Male,119.9,15.0,10.43,Medium,Low
12,Male,140.8,45.0,22.67,Low,Low
17,Male,176.2,71.0,22.87,Medium,High
11,Male,144.7,48.3,23.04,Low,Medium
11,Female,148.8,51.3,23.2,Medium,Medium
7,Female,120.6,21.0,14.46,Low,Low
14,Male,178.2,74.8,23.55,High,High
14,Female,146.0,40.9,19.19,Medium,Medium
7,Female,112.8,15.0,11.79,High,Low
6,Male,128.8,23.9,14.39,High,Medium
16,Male,182.5,87.1,26.14,High,High
5,Male,122.7,33.9,22.52,High,Medium
11,Female,136.6,46.6,24.97,Medium,Medium
11,Male,155.0,56.2,23.38,Low,Medium
16,Female,168.2,79.4,28.06,High,High
6,Male,137.9,35.4,18.64,High,Medium
11,Female,132.1,21.8,12.47,High,Low
17,Male,177.1,92.5,29.48,Medium,High
12,Male,129.5,33.8,20.14,Medium,Medium
5,Female,122.1,15.0,10.06,Low,Low
13,Female,169.1,81.6,28.53,High,High
11,Female,146.9,40.9,18.97,Low,Low
7,Female,135.6,31.4,17.07,Low,Low
12,Female,126.7,34.9,21.73,Medium,Low
11,Female,146.4,57.3,26.73,Medium,Medium
15,Male,177.0,69.0,22.02,Low,Medium
17,Female,165.6,77.4,28.21,High,High
12,Male,133.6,40.6,22.74,High,Medium
10,Male,155.1,48.7,20.24,Medium,Medium
13,Female,158.5,56.5,22.5,Medium,Medium
9,Male,116.8,28.9,21.19,High,Medium
7,Female,115.5,15.0,11.24,Low,Low
7,Female,123.0,34.1,22.51,High,Medium
5,Male,126.8,33.6,20.89,Low,Low
16,Male,152.3,56.4,24.3,Medium,Medium
12,Female,134.4,35.4,19.62,Medium,Low
6,Female,118.1,33.8,24.26,High,Low
7,Male,115.5,32.4,24.3,Low,Low
12,Male,145.4,40.4,19.14,Low,Low
12,Male,148.6,53.5,24.23,Medium,Medium
15,Male,167.2,82.2,29.4,Medium,High
8,Female,127.3,21.0,12.95,Medium,Low
8,Female,141.7,43.7,21.74,Medium,Medium
9,Female,129.2,37.3,22.31,Medium,Low
10,Female,152.8,36.7,15.72,Low,Low
9,Male,120.9,27.5,18.82,Low,Low
11,Male,154.4,45.7,19.17,Medium,Medium
6,Female,120.4,21.9,15.12,Medium,Low
11,Female,149.1,58.3,26.21,Low,Low
14,Female,151.3,32.2,14.06,Low,Low
11,Female,146.7,52.9,24.62,Medium,Medium
5,Female,115.2,31.6,23.76,Low,Low
11,Female,154.4,50.1,21.02,Medium,Medium
9,Female,133.8,38.4,21.45,Medium,Low
7,Female,120.3,31.0,21.42,Low,Low
17,Female,185.5,72.8,21.14,Low,Medium
7,Male,122.1,28.2,18.9,High,Medium
8,Female,108.9,17.1,14.4,High,Low
17,Male,157.2,62.3,25.21,Medium,High
16,Male,154.6,55.3,23.13,Medium,Medium
6,Female,128.8,20.8,12.53,High,Low
6,Female,112.6,23.8,18.74,High,Low
5,Male,119.6,19.9,13.9,Medium,Low
9,Male,128.1,20.9,12.74,Low,Low
8,Female,126.4,23.8,14.93,Medium,Low
15,Male,164.9,67.8,24.95,Medium,High
14,Female,166.3,53.8,19.45,Medium,Medium
6,Female,121.3,21.4,14.57,Medium,Low
7,Female,109.0,15.0,12.63,High,Low
11,Male,141.0,51.7,26.0,Medium,Medium
11,Male,149.7,34.7,15.48,Low,Low
16,Female,163.6,71.1,26.57,Low,Medium
8,Male,128.9,40.3,24.22,Medium,Medium
9,Male,119.1,15.0,10.57,Low,Low
9,Male,134.9,21.2,11.65,Medium,Low
10,Male,119.4,33.7,23.64,Medium,Low
13,Male,166.4,59.2,21.37,Medium,High
6,Male,138.5,63.2,32.98,High,High
9,Male,140.0,25.5,13.03,Medium,Medium
16,Female,162.7,64.0,24.2,Low,Medium
7,Male,111.7,15.0,12.01,Low,Low
8,Male,138.7,37.0,19.24,Medium,Medium
14,Male,164.5,68.2,25.2,Low,Medium
10,Male,143.4,47.6,23.13,Medium,Medium
16,Male,156.1,54.7,22.47,Low,Medium
12,Male,132.5,24.4,13.89,Medium,Low
5,Male,130.6,39.0,22.86,High,Medium
14,Male,171.7,76.7,26.03,Low,Medium
12,Female,147.0,47.9,22.18,Medium,Medium
15,Male,157.4,62.1,25.09,Medium,High
11,Male,134.4,40.5,22.44,High,Medium
5,Male,110.7,15.0,12.25,Medium,Low
6,Male,119.4,23.9,16.75,Medium,Low
7,Female,114.9,15.0,11.35,High,Low
5,Female,107.9,15.0,12.88,Medium,Low
13,Female,171.5,70.0,23.79,Medium,High
12,Female,131.8,36.7,21.13,Low,Low
6,Female,134.8,31.4,17.25,High,Medium
17,Female,168.9,74.3,26.02,High,High
13,Female,167.9,60.1,21.31,High,High
11,Female,161.7,61.9,23.7,High,High
13,Female,152.1,60.0,25.92,High,High
10,Female,153.7,57.5,24.32,Medium,Medium
10,Female,142.0,43.6,21.6,High,Medium
15,Female,190.0,104.4,28.93,Medium,High
8,Female,121.2,29.4,20.0,Medium,Low
14,Female,159.6,66.4,26.08,Medium,Medium
14,Female,169.3,74.5,26.01,Medium,High
17,Female,162.9,69.2,26.06,High,High
17,Male,157.4,70.7,28.52,Medium,High
6,Female,115.3,15.0,11.28,Low,Low
11,Male,159.6,67.7,26.57,Low,Medium
9,Female,113.4,16.2,12.62,High,Low
15,Female,167.2,64.2,22.94,Medium,Medium
10,Male,155.6,54.8,22.63,Medium,High
6,Female,136.0,37.8,20.42,Medium,Low
9,Male,119.0,15.0,10.6,Medium,Low
14,Male,162.9,69.9,26.31,Low,Medium
8,Male,121.0,20.2,13.78,Medium,Low
13,Female,149.6,50.3,22.47,High,Medium
10,Female,150.4,61.2,27.08,Medium,Medium
6,Female,125.4,26.4,16.81,Medium,Low
5,Male,139.4,51.8,26.67,Low,Medium
9,Male,116.8,15.0,11.0,Medium,Low
13,Female,175.9,67.1,21.69,Low,Medium
10,Female,156.6,54.3,22.13,Medium,Medium
14,Female,165.5,43.0,15.69,Medium,Medium
16,Female,143.3,50.5,24.61,High,Medium
11,Female,139.9,31.6,16.13,Medium,Low
9,Male,142.9,37.9,18.58,Medium,Medium
14,Male,168.0,73.7,26.12,Medium,High
10,Male,151.9,52.9,22.91,Medium,Medium
9,Female,124.1,20.6,13.36,Low,Low
15,Male,162.8,46.5,17.54,Medium,Medium
13,Male,146.3,56.7,26.5,High,High
10,Male,152.9,58.7,25.11,Low,Medium
15,Male,175.8,92.2,29.85,Medium,High
12,Male,135.5,30.7,16.73,High,Medium
6,Female,123.2,15.0,9.88,Medium,Low
16,Male,161.9,69.8,26.65,High,High
17,Female,169.2,67.7,23.65,Medium,High
13,Female,159.6,64.6,25.37,Medium,Medium
9,Female,134.3,47.3,26.2,Medium,Medium
11,Female,145.7,48.8,22.99,High,Medium
14,Female,139.5,40.8,20.99,High,Medium
17,Male,169.4,71.3,24.83,Low,Medium
5,Male,135.0,21.9,12.0,Medium,Low
14,Female,153.5,62.3,26.47,Low,Medium
9,Female,129.1,38.5,23.08,Low,Low
16,Female,183.3,87.5,26.06,Medium,High
14,Male,166.1,54.0,19.57,Medium,High
6,Female,136.4,35.4,19.05,Low,Low
16,Male,160.6,72.1,27.96,Low,Medium
10,Female,144.8,40.3,19.21,Medium,Medium
15,Male,163.0,72.4,27.28,High,High
5,Female,121.1,21.6,14.7,High,Low
7,Male,123.5,29.2,19.15,Low,Low
9,Female,108.7,15.0,12.7,High,Low
8,Male,121.7,22.4,15.1,Medium,Low
7,Male,138.4,41.9,21.87,High,High
14,Male,155.4,46.7,19.35,Medium,Medium
17,Male,154.3,56.5,23.73,Medium,Medium
9,Male,125.6,15.0,9.51,High,Medium
15,Male,166.1,61.3,22.22,Low,Medium
12,Male,148.8,53.1,24.0,High,High
15,Female,163.9,72.8,27.12,High,High
8,Female,125.7,29.5,18.67,High,Low
5,Female,121.5,15.0,10.16,Medium,Low
15,Female,152.2,60.5,26.1,Low,Low
11,Female,144.3,35.2,16.9,Medium,Low
12,Male,152.2,57.2,24.66,High,High
7,Male,130.2,21.3,12.58,Medium,Low
10,Male,127.6,21.4,13.14,Medium,Low
6,Male,127.5,19.9,12.22,Medium,Low
11,Male,136.1,37.2,20.08,Medium,Medium
12,Female,158.9,57.4,22.71,Low,Medium
10,Female,148.3,52.3,23.81,Medium,Medium
10,Female,154.0,53.8,22.7,High,High
9,Female,125.2,15.0,9.57,Low,Low
12,Male,144.3,46.5,22.34,High,High
5,Male,140.0,25.9,13.2,Medium,Medium
14,Male,174.7,67.7,22.16,Medium,High
8,Female,126.2,23.3,14.61,Medium,Low
8,Male,123.0,19.5,12.91,Low,Low
7,Female,107.9,15.0,12.88,Medium,Low
7,Male,128.2,39.2,23.84,High,Medium
8,Male,123.7,36.9,24.11,Medium,Medium
15,Female,170.5,88.5,30.45,Medium,High
5,Male,133.6,42.8,23.96,Low,Low
15,Male,177.3,74.2,23.59,High,High
17,Female,168.4,65.1,22.95,Medium,Medium
15,Male,154.5,50.8,21.27,Medium,Medium
6,Female,103.5,19.4,18.1,Low,Low
13,Male,156.8,55.8,22.72,High,High
14,Male,178.3,88.5,27.82,Medium,High
6,Male,143.2,52.8,25.72,Medium,Medium
9,Male,122.6,24.1,16.05,Medium,Low
13,Male,150.4,38.8,17.14,High,High
13,Male,158.5,57.8,22.99,Low,Medium
12,Male,156.4,57.6,23.54,High,High
5,Male,119.1,29.3,20.67,Medium,Low
5,Female,130.9,31.0,18.12,Medium,Low
13,Female,166.7,57.0,20.52,Medium,Medium
17,Male,172.1,80.0,27.01,High,High
15,Male,183.2,81.4,24.25,Medium,High
12,Female,150.9,30.5,13.41,High,Medium
14,Male,166.5,69.1,24.92,Low,Medium
13,Male,184.3,88.3,26.0,High,High
11,Female,148.5,41.8,18.93,Low,Low
7,Male,117.1,15.5,11.33,Medium,Low
7,Male,131.9,37.1,21.35,Medium,Medium
6,Female,129.5,32.1,19.17,Medium,Low
9,Male,121.9,15.0,10.09,Medium,Low
16,Male,159.8,69.9,27.35,Medium,High
16,Female,162.0,75.7,28.83,Low,Medium
7,Male,119.7,15.6,10.89,Medium,Low
10,Female,142.3,27.1,13.36,Low,Low
6,Male,116.6,22.7,16.73,Medium,Low
16,Male,168.9,63.5,22.26,Low,Medium
7,Female,128.1,32.4,19.74,Low,Low
9,Female,128.5,46.1,27.92,Low,Low
16,Male,164.4,52.0,19.25,Medium,High
15,Female,163.2,56.9,21.34,High,High
15,Female,179.4,77.9,24.19,High,High
5,Male,125.7,36.0,22.8,Low,Low
17,Male,177.6,106.1,33.62,Medium,High
5,Male,115.0,17.0,12.86,Medium,Low
14,Female,170.9,57.8,19.8,Medium,Medium
13,Female,157.7,54.9,22.08,Medium,Medium
11,Female,139.4,33.2,17.1,Low,Low
5,Female,120.9,26.7,18.24,Medium,Low
16,Male,160.3,63.3,24.64,Medium,High
12,Female,140.3,32.0,16.24,Low,Low
7,Male,137.2,30.5,16.21,Medium,Medium
12,Female,145.5,42.6,20.12,Medium,Medium
9,Male,127.3,25.3,15.65,Low,Low
5,Male,120.4,20.1,13.85,Medium,Low
11,Male,153.6,54.0,22.88,High,High
9,Female,128.6,38.4,23.25,High,Medium
10,Male,141.9,38.7,19.24,Medium,Medium
10,Male,129.2,24.8,14.87,Medium,Low
12,Female,147.2,36.5,16.83,Medium,Low
13,Male,170.8,69.0,23.65,Medium,High
6,Female,115.2,17.3,13.0,Low,Low
13,Female,162.0,48.3,18.38,Medium,Medium
16,Male,170.4,67.6,23.3,Medium,High
15,Male,149.3,58.6,26.28,Medium,Medium
14,Female,158.5,63.7,25.35,High,High
13,Male,168.8,71.8,25.19,High,High
17,Female,176.1,81.0,26.14,Low,Medium
14,Female,186.9,82.3,23.56,Low,Medium
14,Female,184.6,78.9,23.17,Low,Medium
11,Male,146.4,56.6,26.4,High,High
5,Female,120.2,26.8,18.55,High,Low
11,Male,154.2,48.3,20.29,High,High
14,Male,159.6,44.5,17.49,Medium,Medium
9,Male,117.4,15.0,10.89,High,Low
10,Male,141.9,46.3,22.98,Medium,Medium
14,Female,160.7,55.4,21.46,High,High
11,Male,149.1,51.8,23.28,High,High
9,Female,119.0,30.3,21.43,Medium,Low
11,Female,145.9,45.1,21.2,Medium,Medium
13,Male,180.9,82.8,25.29,High,High
7,Female,126.2,31.7,19.9,Medium,Low
12,Female,160.2,51.5,20.08,Low,Low
6,Male,137.0,30.8,16.42,Low,Low
15,Female,170.9,76.7,26.26,Medium,High
11,Female,141.5,41.8,20.87,Medium,Medium
17,Female,175.4,76.4,24.83,Low,Medium
6,Female,122.5,22.8,15.17,Low,Low
8,Male,125.0,32.8,21.0,Medium,Medium
11,Female,148.3,51.8,23.55,Medium,Medium
7,Female,124.9,28.5,18.28,Low,Low
6,Female,117.8,27.6,19.87,Low,Low
15,Female,149.7,62.6,27.91,Low,Low
14,Male,174.6,92.5,30.36,Low,High
11,Female,150.7,46.1,20.29,High,Medium
5,Male,107.8,27.5,23.71,Low,Low
12,Female,137.5,28.8,15.2,High,Medium
7,Male,126.8,42.3,26.3,Medium,Medium
16,Male,169.4,64.4,22.42,High,High
16,Male,149.8,49.3,21.95,Low,Medium
17,Male,164.1,64.3,23.86,Low,Medium
6,Male,130.4,23.5,13.8,Low,Low
7,Female,121.5,22.2,15.03,Low,Low
9,Female,127.6,21.0,12.93,Medium,Low
15,Female,160.1,50.2,19.6,Low,Low
12,Male,154.1,53.8,22.65,Low,Medium
14,Female,157.0,69.7,28.29,High,High
11,Male,133.6,31.5,17.68,Medium,Medium
11,Male,145.3,52.8,25.02,Low,Medium
16,Female,150.7,43.9,19.34,Low,Low
11,Female,123.9,15.0,9.76,Low,Low
12,Male,155.8,59.5,24.49,High,High
5,Male,115.2,29.2,22.02,High,Medium
8,Female,111.7,15.0,12.03,High,Low
17,Female,156.9,63.5,25.8,High,High
10,Female,136.4,48.4,26.0,Medium,Medium
13,Female,163.6,63.3,23.65,Low,Medium
17,Male,154.1,52.8,22.27,Medium,Medium
6,Female,130.0,33.8,19.98,High,Medium
5,Female,131.5,36.7,21.21,High,Medium
17,Female,152.3,41.1,17.71,Medium,Medium
14,Male,158.8,61.2,24.26,Medium,High
16,Male,159.8,59.8,23.41,High,High
6,Male,123.3,17.0,11.2,Low,Low
11,Male,155.8,55.3,22.76,High,High
7,Female,136.4,27.1,14.55,Low,Low
14,Male,190.0,77.9,21.58,Medium,High
6,Female,102.3,15.0,14.33,Low,Low
15,Female,155.8,63.0,25.96,Medium,Medium
11,Female,163.1,60.4,22.68,Medium,Medium
17,Female,147.0,39.3,18.19,Medium,Low
17,Male,182.9,76.5,22.86,High,High
6,Male,126.5,30.9,19.3,Medium,Medium
7,Male,126.8,40.2,24.97,High,Medium
15,Female,152.2,58.4,25.2,Low,Low
11,Female,140.5,50.9,25.79,High,Medium
8,Female,142.5,34.1,16.8,Low,Low
17,Female,164.5,63.9,23.62,Low,Medium
5,Female,120.6,28.7,19.75,Low,Low
17,Male,169.1,57.9,20.25,Medium,High
9,Female,123.1,17.8,11.76,High,Low
16,Male,168.5,76.0,26.78,Low,Medium
13,Female,156.5,58.6,23.91,Medium,Medium
12,Female,144.2,36.5,17.55,High,Medium
16,Male,158.6,45.5,18.11,Medium,Medium
13,Male,147.0,57.7,26.7,High,High
14,Female,169.8,53.4,18.51,Low,Medium
13,Female,152.7,57.7,24.77,High,High
11,Female,143.4,39.1,19.02,Low,Low
8,Female,134.3,42.6,23.65,High,Medium
9,Male,110.0,15.0,12.39,Medium,Low
5,Female,131.0,52.0,30.26,Medium,Medium
5,Male,122.0,25.2,16.94,Low,Low
7,Female,115.3,19.9,14.94,Low,Low
17,Male,185.2,79.0,23.04,Low,High
12,Male,145.0,43.9,20.89,Medium,Medium
6,Female,119.3,18.5,12.97,Low,Low
8,Male,117.2,31.6,22.98,High,Medium
6,Female,133.8,37.0,20.67,Low,Low
9,Male,118.9,23.2,16.44,High,Medium
13,Female,172.6,76.8,25.8,Low,Medium
5,Male,125.0,30.0,19.21,Low,Low
9,Female,136.2,25.0,13.51,High,Medium
13,Female,154.6,71.0,29.7,High,High
5,Male,116.0,15.0,11.15,Medium,Low
13,Male,162.2,61.9,23.52,Low,Medium
12,Male,143.0,55.3,27.02,Medium,Medium
8,Male,121.5,36.9,25.04,Medium,Medium
16,Female,190.0,96.4,26.72,Medium,High
15,Male,185.6,81.6,23.68,Medium,High
14,Female,168.0,69.0,24.45,Medium,High
9,Male,129.2,30.5,18.28,Low,Low
17,Female,162.6,64.3,24.29,High,High
9,Female,114.5,15.0,11.44,High,Low
15,Female,163.2,73.3,27.51,Low,Medium
16,Female,172.7,73.8,24.74,Medium,High
10,Male,158.1,52.3,20.93,Low,Medium
11,Male,155.0,51.0,21.23,High,High
12,Female,129.9,32.1,19.0,Medium,Low
12,Male,142.1,30.9,15.29,Low,Low
15,Male,150.3,57.3,25.38,Low,Medium
17,Female,176.7,78.6,25.17,Low,Medium
6,Male,120.9,33.4,22.86,Medium,Low
13,Male,164.5,65.1,24.07,High,High
11,Male,149.8,41.1,18.32,Low,Low
8,Female,152.7,43.1,18.48,Low,Low
8,Male,127.7,24.6,15.06,Medium,Low
15,Female,162.6,60.3,22.82,Low,Medium
12,Male,132.6,28.1,15.96,Medium,Low
8,Male,139.6,40.6,20.84,Medium,Medium
17,Male,163.2,58.4,21.95,Medium,High
10,Female,161.6,63.6,24.36,High,High
9,Female,136.1,31.9,17.23,High,Medium
7,Male,120.4,25.4,17.55,Medium,Low
17,Female,151.1,48.6,21.29,High,Medium
14,Male,167.7,77.7,27.62,High,High
15,Female,158.9,64.1,25.39,Low,Medium
6,Female,125.4,26.9,17.13,Low,Low
13,Male,175.5,73.8,23.97,Low,Medium
14,Male,148.5,36.3,16.47,Medium,Medium
13,Male,167.6,79.0,28.09,High,High
5,Male,132.6,27.1,15.44,Medium,Medium
14,Female,173.1,73.8,24.64,Medium,High
7,Female,111.4,15.0,12.09,Medium,Low
12,Female,149.2,47.7,21.44,Low,Low
10,Male,157.0,67.9,27.52,Medium,High
9,Male,128.4,18.7,11.31,Low,Low
9,Female,123.8,37.7,24.59,Low,Low
10,Male,156.4,61.8,25.25,High,High
11,Female,138.1,36.1,18.93,High,Medium
5,Female,109.7,15.0,12.46,High,Low
