Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calories,Calorie_Level
15,Female,167.0,62.1,22.25,Low,1714.0,Medium
13,Male,177.1,65.6,20.91,Low,2044.0,Medium
14,Female,169.8,61.4,21.3,Low,1733.0,Medium
13,Male,163.0,64.4,24.24,High,2884.0,High
13,Male,157.6,59.0,23.76,Medium,2273.0,High
10,Female,153.7,62.0,26.26,Low,1643.0,Medium
12,Male,142.2,38.6,19.08,Low,1463.0,Low
15,Female,163.3,61.3,23.0,Medium,2097.0,Medium
17,Male,163.3,72.3,27.11,Low,1996.0,Medium
5,Male,121.0,15.0,10.25,Low,1063.0,Low
14,Male,163.5,66.0,24.7,Medium,2425.0,High
8,Male,144.3,41.6,19.98,Low,1539.0,Low
5,Male,114.5,20.2,15.42,Low,1078.0,Low
12,Female,136.9,41.0,21.87,High,1879.0,Medium
5,Female,138.8,33.3,17.26,High,1826.0,Medium
7,Female,121.3,17.2,11.69,Medium,1101.0,Low
17,Female,160.5,42.1,16.34,Low,1413.0,Low
8,Female,135.3,41.3,22.57,High,1905.0,Medium
12,Female,130.8,32.7,19.12,Medium,1385.0,Low
10,Male,153.2,64.4,27.43,Low,1868.0,Medium
14,Male,165.5,62.3,22.74,Low,1910.0,Medium
16,Female,169.6,77.0,26.74,Low,1907.0,Medium
11,Female,149.5,40.9,18.31,Medium,1691.0,Medium
12,Male,138.7,17.1,8.88,High,1769.0,Medium
6,Male,135.5,34.8,18.93,High,2105.0,Medium
17,Male,159.5,55.0,21.61,Medium,2200.0,Medium
14,Female,169.1,60.7,21.22,Medium,2149.0,Medium
15,Female,177.4,84.6,26.88,Medium,2577.0,High
12,Female,158.8,68.5,27.15,Medium,2184.0,Medium
7,Male,122.3,23.2,15.48,Low,1160.0,Low
11,Male,149.6,48.2,21.52,Medium,2050.0,Medium
7,Female,121.4,21.9,14.86,High,1407.0,Low
11,Female,170.0,64.8,22.42,Medium,2242.0,High
15,Male,172.8,77.3,25.89,High,3209.0,High
16,Male,165.8,53.5,19.46,Medium,2245.0,High
17,Male,168.1,59.5,21.06,Medium,2349.0,High
6,Male,129.1,22.7,13.65,Low,1211.0,Low
14,Female,169.4,73.7,25.69,Medium,2347.0,High
10,Male,142.6,40.2,19.76,High,2246.0,High
7,Male,121.1,31.9,21.79,Medium,1569.0,Low
7,Male,123.5,29.9,19.61,Low,1249.0,Low
13,Female,153.6,47.2,20.0,Low,1447.0,Low
11,Female,152.2,57.3,24.72,Medium,1961.0,Medium
9,Male,117.0,15.0,10.96,Medium,1262.0,Low
16,Male,154.4,58.2,24.41,Medium,2208.0,High
14,Male,164.9,71.7,26.37,High,3028.0,High
11,Female,143.7,52.6,25.48,High,2175.0,Medium
13,Female,167.5,69.1,24.63,Medium,2268.0,High
5,Female,119.3,32.1,22.56,Low,1057.0,Low
11,Male,141.1,44.6,22.41,Low,1533.0,Low
10,Female,151.9,53.0,22.96,Medium,1903.0,Medium
14,Male,171.3,68.9,23.47,High,3050.0,High
16,Male,170.9,65.8,22.55,High,2973.0,High
13,Male,165.3,68.7,25.13,Medium,2491.0,High
5,Female,126.7,27.5,17.13,Low,1057.0,Low
17,Male,167.3,69.4,24.79,High,2987.0,High
8,Female,118.4,22.3,15.89,High,1372.0,Low
13,Female,179.7,81.8,25.32,Medium,2573.0,High
8,Male,138.3,54.4,28.45,Low,1648.0,Medium
14,Male,172.9,68.7,22.98,Medium,2555.0,High
7,Female,120.7,24.2,16.6,High,1441.0,Low
13,Male,170.4,68.6,23.62,Medium,2536.0,High
17,Female,174.8,55.1,18.03,High,2515.0,High
6,Male,112.8,15.0,11.8,Low,996.0,Low
8,Female,141.9,34.5,17.1,Low,1237.0,Low
10,Female,127.6,27.1,16.63,Low,1029.0,Low
6,Female,132.0,31.8,18.26,High,1715.0,Medium
12,Female,159.5,62.6,24.6,Medium,2103.0,Medium
12,Male,143.9,39.6,19.15,High,2233.0,High
5,Male,123.5,20.3,13.28,Low,1145.0,Low
16,Female,171.7,77.3,26.22,High,2889.0,High
7,Female,143.5,37.0,17.99,High,1929.0,Medium
14,Male,162.2,47.5,18.05,Low,1708.0,Medium
13,Male,157.2,58.4,23.65,High,2712.0,High
9,Male,120.8,29.3,20.11,Low,1210.0,Low
10,Male,129.5,35.0,20.87,Low,1337.0,Low
8,Male,134.0,35.4,19.71,Low,1387.0,Low
14,Male,159.9,69.9,27.34,High,2939.0,High
6,Female,122.9,31.6,20.9,High,1607.0,Medium
15,Male,174.1,71.4,23.57,Medium,2599.0,High
12,Male,141.2,43.2,21.66,High,2268.0,High
15,Female,172.6,74.9,25.15,Medium,2388.0,High
17,Male,154.6,53.9,22.56,High,2566.0,High
10,Male,154.6,63.7,26.64,Low,1869.0,Medium
9,Male,128.4,27.2,16.49,Medium,1552.0,Low
13,Male,164.1,60.1,22.32,Medium,2350.0,High
5,Male,126.3,15.0,9.4,Low,1103.0,Low
9,Female,112.1,15.0,11.93,Medium,967.0,Low
10,Male,146.1,35.6,16.66,Medium,1835.0,Medium
9,Female,123.6,23.3,15.23,Low,959.0,Low
10,Female,132.4,22.4,12.76,High,1513.0,Low
10,Male,138.3,43.2,22.57,Low,1501.0,Low
11,Female,143.7,52.6,25.46,High,2174.0,Medium
8,Male,118.9,18.7,13.21,Low,1074.0,Low
15,Female,140.9,33.0,16.63,Low,1169.0,Low
12,Female,155.8,58.1,23.93,Low,1600.0,Low
11,Male,143.6,58.7,28.49,High,2582.0,High
13,Male,142.3,54.9,27.14,High,2481.0,High
11,Male,166.3,55.1,19.91,Low,1849.0,Medium
7,Male,137.4,25.9,13.7,Low,1305.0,Low
7,Male,121.5,15.0,10.16,Medium,1319.0,Low
12,Female,136.6,27.5,14.73,Medium,1361.0,Low
9,Female,129.0,31.0,18.65,High,1640.0,Medium
8,Female,127.0,22.6,13.99,Low,982.0,Low
12,Female,150.4,43.7,19.32,Medium,1734.0,Medium
10,Female,136.6,44.9,24.07,High,1965.0,Medium
6,Female,136.0,40.2,21.75,High,1910.0,Medium
8,Female,120.3,15.0,10.37,Medium,1051.0,Low
16,Male,171.8,79.7,26.99,Low,2154.0,Medium
15,Male,157.0,61.1,24.77,Low,1827.0,Medium
8,Female,151.5,55.7,24.28,Medium,1954.0,Medium
10,Female,152.0,47.4,20.52,Medium,1819.0,Medium
10,Male,173.8,72.3,23.94,High,3177.0,High
5,Male,133.3,17.5,9.85,High,1778.0,Medium
12,Male,139.4,46.3,23.84,Medium,1919.0,Medium
10,Male,153.3,45.3,19.28,Medium,2049.0,Medium
7,Female,134.0,27.0,15.06,Medium,1368.0,Low
13,Male,168.7,61.7,21.66,Low,1933.0,Medium
6,Female,131.3,45.7,26.51,Low,1304.0,Low
15,Female,172.6,67.3,22.58,Medium,2273.0,High
12,Female,135.1,42.6,23.35,Low,1259.0,Low
14,Male,154.4,54.2,22.73,Low,1730.0,Medium
7,Male,117.1,15.0,10.95,Low,1022.0,Low
17,Female,166.3,58.2,21.05,Low,1650.0,Medium
16,Female,162.8,57.7,21.79,Low,1624.0,Medium
9,Female,115.2,15.0,11.29,Medium,996.0,Low
10,Male,152.8,57.6,24.67,Medium,2228.0,High
14,Female,167.8,64.1,22.74,Medium,2188.0,Medium
10,Male,146.7,42.6,19.81,Medium,1947.0,Medium
8,Female,122.4,15.4,10.26,High,1292.0,Low
7,Female,121.2,15.0,10.21,Low,854.0,Low
8,Female,116.6,15.0,11.04,Medium,1017.0,Low
5,Male,134.3,42.2,23.41,Low,1490.0,Low
8,Male,118.0,15.0,10.78,Medium,1278.0,Low
5,Female,127.1,23.6,14.59,High,1519.0,Low
16,Male,181.6,76.3,23.13,High,3281.0,High
5,Female,121.7,19.1,12.93,Medium,1149.0,Low
14,Male,174.6,77.6,25.44,Medium,2703.0,High
10,Male,150.7,46.8,20.61,Medium,2047.0,Medium
9,Male,128.1,29.6,18.01,Low,1268.0,Low
15,Female,169.3,80.6,28.14,Medium,2443.0,High
8,Male,124.1,17.5,11.37,Medium,1373.0,Low
17,Male,165.3,61.8,22.62,Medium,2358.0,High
15,Female,159.5,64.6,25.41,Low,1689.0,Medium
7,Female,125.4,37.4,23.77,High,1731.0,Medium
5,Female,119.1,15.0,10.57,Low,850.0,Low
10,Female,155.1,41.5,17.24,Low,1407.0,Low
6,Male,108.0,15.0,12.86,Medium,1200.0,Low
12,Male,149.8,49.0,21.82,Low,1645.0,Medium
14,Male,168.4,74.0,26.09,High,3109.0,High
9,Male,127.5,31.8,19.6,Medium,1613.0,Medium
11,Male,155.2,55.0,22.81,High,2646.0,High
14,Female,162.1,70.5,26.83,Medium,2232.0,High
16,Male,167.6,62.1,22.12,High,2868.0,High
6,Male,107.8,15.0,12.9,High,1438.0,Low
17,Male,160.8,51.1,19.76,Medium,2155.0,Medium
12,Female,153.6,53.2,22.57,Medium,1906.0,Medium
6,Female,111.6,15.0,12.04,High,1182.0,Low
8,Male,126.6,17.7,11.03,Low,1120.0,Low
5,Female,118.2,31.9,22.82,Medium,1308.0,Low
9,Female,123.9,15.0,9.77,Low,862.0,Low
13,Female,158.8,57.1,22.63,Low,1605.0,Medium
5,Female,112.5,19.1,15.12,Low,851.0,Low
13,Female,168.9,86.6,30.38,Medium,2544.0,High
15,Female,164.5,65.9,24.36,Medium,2177.0,Medium
12,Female,151.1,53.0,23.21,Low,1504.0,Low
10,Male,152.9,53.3,22.77,High,2598.0,High
11,Male,157.3,65.7,26.57,Medium,2385.0,High
7,Female,126.3,29.8,18.66,High,1605.0,Medium
5,Male,137.7,33.1,17.45,High,2109.0,Medium
9,Male,115.2,24.2,18.2,High,1659.0,Medium
16,Female,174.1,70.4,23.23,High,2792.0,High
16,Male,169.6,56.8,19.75,High,2795.0,High
6,Female,127.3,15.0,9.25,High,1359.0,Low
9,Female,129.4,27.8,16.61,Low,1058.0,Low
12,Female,135.4,36.2,19.76,Medium,1481.0,Low
15,Male,153.0,60.7,25.91,High,2688.0,High
13,Male,182.1,87.2,26.3,Medium,2926.0,High
6,Male,123.3,24.0,15.75,High,1773.0,Medium
16,Male,163.2,71.3,26.77,High,2983.0,High
7,Female,114.0,15.0,11.55,Low,800.0,Low
7,Female,110.2,15.0,12.36,High,1157.0,Low
5,Male,124.1,15.0,9.74,Low,1087.0,Low
12,Female,141.6,51.8,25.85,Medium,1773.0,Medium
10,Female,145.0,27.1,12.87,Medium,1449.0,Low
16,Male,165.9,64.3,23.36,Low,1925.0,Medium
17,Female,189.9,113.7,31.54,Medium,3117.0,High
12,Male,141.6,45.3,22.58,Medium,1924.0,Medium
15,Female,180.8,79.1,24.21,Low,2022.0,Medium
13,Male,181.4,67.9,20.64,High,3156.0,High
9,Female,132.5,45.5,25.89,Medium,1616.0,Medium
16,Female,162.6,72.4,27.35,Medium,2249.0,High
7,Male,111.4,16.9,13.59,Low,1002.0,Low
9,Male,129.8,29.8,17.68,High,1924.0,Medium
9,Male,135.2,39.8,21.76,High,2165.0,Medium
9,Male,142.5,41.3,20.34,Low,1516.0,Low
7,Female,115.5,15.0,11.24,Low,811.0,Low
15,Female,162.6,70.2,26.57,High,2668.0,High
14,Male,155.6,55.2,22.79,Medium,2188.0,Medium
8,Female,118.7,22.8,16.22,Low,923.0,Low
13,Male,171.6,70.7,23.99,Medium,2579.0,High
17,Male,158.2,61.9,24.73,Medium,2292.0,High
14,Female,156.8,56.6,23.05,High,2367.0,High
13,Female,173.0,72.2,24.14,Low,1893.0,Medium
6,Male,129.5,29.7,17.74,Medium,1623.0,Medium
12,Male,148.5,72.2,32.73,Low,1914.0,Medium
12,Male,138.5,44.9,23.41,High,2267.0,High
11,Female,157.9,78.6,31.52,High,2803.0,High
12,Female,145.1,45.1,21.4,High,2047.0,Medium
7,Female,148.8,46.3,20.92,Medium,1796.0,Medium
17,Female,166.6,58.0,20.9,Medium,2063.0,Medium
10,Male,121.7,34.5,23.3,High,1909.0,Medium
5,Male,101.2,15.0,14.64,Low,915.0,Low
11,Male,151.2,65.7,28.73,High,2794.0,High
5,Male,138.0,29.9,15.69,Low,1370.0,Low
13,Male,157.2,64.3,26.01,Medium,2347.0,High
5,Male,146.0,33.3,15.61,Medium,1838.0,Medium
5,Female,141.6,38.1,18.99,High,1944.0,Medium
11,Female,147.1,47.3,21.85,High,2117.0,Medium
6,Male,130.4,25.6,15.06,Medium,1569.0,Low
9,Male,133.9,32.6,18.17,Medium,1685.0,Medium
12,Female,163.9,62.6,23.3,High,2573.0,High
12,Female,151.8,58.3,25.28,Low,1573.0,Low
7,Female,126.9,15.0,9.32,High,1345.0,Low
11,Female,151.7,47.2,20.51,Medium,1807.0,Medium
7,Male,130.4,40.4,23.77,Medium,1783.0,Medium
10,Male,154.2,58.7,24.69,Low,1808.0,Medium
10,Male,129.3,39.5,23.61,Medium,1737.0,Medium
7,Male,128.2,34.2,20.84,Low,1336.0,Low
11,Male,149.6,40.9,18.29,Low,1553.0,Low
7,Female,124.3,29.6,19.14,Low,1052.0,Low
12,Male,152.8,53.6,22.96,Medium,2155.0,Medium
14,Female,184.2,102.4,30.16,Medium,2916.0,High
8,Male,126.4,32.8,20.54,High,1949.0,Medium
17,Male,171.9,76.1,25.75,Low,2107.0,Medium
5,Male,141.1,46.4,23.33,Medium,1989.0,Medium
8,Male,126.6,30.4,18.94,Medium,1590.0,Low
11,Male,136.1,39.6,21.4,Medium,1796.0,Medium
15,Female,171.2,69.0,23.56,High,2743.0,High
8,Female,103.0,15.0,14.14,Medium,889.0,Low
17,Female,142.0,49.6,24.59,High,2048.0,Medium
10,Male,148.3,56.8,25.82,Medium,2175.0,Medium
13,Male,141.6,49.1,24.49,Medium,1973.0,Medium
5,Female,111.8,23.9,19.11,Medium,1128.0,Low
17,Male,161.2,70.2,27.01,High,2933.0,High
9,Male,117.8,22.8,16.44,High,1664.0,Medium
15,Female,163.5,54.4,20.33,Medium,1995.0,Medium
11,Male,156.1,47.0,19.27,High,2512.0,High
5,Female,127.4,25.4,15.65,Low,1037.0,Low
8,Male,116.6,17.0,12.49,High,1554.0,Low
10,Female,158.5,69.7,27.74,Low,1773.0,Medium
6,Male,110.7,15.0,12.24,Low,980.0,Low
14,Male,167.2,59.0,21.08,Low,1884.0,Medium
9,Female,109.6,15.0,12.49,High,1132.0,Low
15,Male,167.5,59.5,21.22,High,2831.0,High
14,Male,161.8,55.4,21.17,High,2701.0,High
5,Female,135.8,31.8,17.25,High,1766.0,Medium
10,Male,152.2,44.6,19.27,Medium,2029.0,Medium
10,Female,139.1,32.9,17.02,High,1778.0,Medium
17,Male,157.2,68.1,27.56,High,2851.0,High
8,Male,121.8,26.8,18.03,Medium,1491.0,Low
17,Male,183.8,89.9,26.61,Low,2361.0,High
12,Male,161.2,60.9,23.45,Medium,2342.0,High
8,Female,115.3,23.4,17.6,High,1357.0,Low
12,Male,153.0,59.8,25.54,High,2698.0,High
17,Female,147.7,52.5,24.06,High,2163.0,Medium
12,Male,140.5,35.3,17.87,High,2117.0,Medium
9,Male,115.7,15.0,11.2,High,1500.0,Low
17,Male,175.7,84.2,27.26,High,3347.0,High
8,Male,112.1,15.0,11.94,High,1468.0,Low
16,Female,169.3,59.0,20.58,Low,1688.0,Medium
17,Female,165.0,60.7,22.3,Medium,2089.0,Medium
6,Female,123.2,35.7,23.52,Medium,1405.0,Low
15,Female,181.7,77.4,23.45,High,3013.0,High
7,Male,142.6,45.2,22.24,Medium,1970.0,Medium
7,Female,123.6,18.6,12.2,Low,915.0,Low
8,Female,121.5,27.6,18.72,Low,1002.0,Low
8,Male,109.9,15.0,12.41,Medium,1203.0,Low
14,Male,165.0,53.0,19.49,Medium,2244.0,High
15,Male,184.5,86.7,25.45,Medium,2925.0,High
15,Male,163.7,50.3,18.75,Low,1747.0,Medium
9,Female,132.3,27.9,15.92,Medium,1349.0,Low
8,Female,111.0,15.0,12.17,Low,771.0,Low
15,Male,160.7,75.4,29.22,Medium,2533.0,High
14,Male,169.6,72.2,25.08,Medium,2575.0,High
12,Male,146.1,39.9,18.71,Medium,1886.0,Medium
10,Female,153.2,50.7,21.59,Medium,1881.0,Medium
10,Female,139.0,46.4,24.01,Low,1346.0,Low
12,Male,127.5,21.5,13.21,High,1722.0,Medium
11,Male,156.2,65.0,26.63,Medium,2365.0,High
14,Female,155.6,51.5,21.24,Low,1508.0,Low
15,Male,170.1,62.7,21.69,Low,1944.0,Medium
16,Male,169.5,65.6,22.82,Medium,2460.0,High
14,Female,148.4,35.4,16.1,Low,1261.0,Low
17,Male,175.5,58.1,18.87,Low,1918.0,Medium
12,Female,139.3,38.7,19.92,Medium,1555.0,Low
6,Male,125.6,25.0,15.87,Medium,1515.0,Low
13,Male,161.4,63.5,24.36,Medium,2375.0,High
5,Female,141.2,40.5,20.32,High,1983.0,Medium
12,Female,158.4,77.1,30.7,Low,1848.0,Medium
16,Male,146.9,48.2,22.35,High,2385.0,High
15,Female,187.6,76.6,21.76,Low,2043.0,Medium
16,Male,158.2,49.3,19.68,Medium,2110.0,Medium
16,Male,186.0,86.0,24.86,Low,2338.0,High
8,Female,122.4,19.0,12.64,High,1357.0,Low
8,Male,121.6,15.0,10.15,Medium,1312.0,Low
9,Male,122.5,22.1,14.69,Low,1136.0,Low
12,Female,141.0,40.6,20.44,Medium,1600.0,Low
9,Female,150.2,63.0,27.91,Low,1636.0,Medium
12,Male,144.2,36.9,17.74,High,2188.0,Medium
14,Female,162.0,58.6,22.35,Medium,2052.0,Medium
5,Female,125.8,38.5,24.35,Low,1182.0,Low
16,Female,155.3,58.0,24.02,Medium,1964.0,Medium
14,Female,181.0,73.6,22.47,Low,1963.0,Medium
13,Male,150.3,44.6,19.73,Medium,1988.0,Medium
10,Male,138.9,29.1,15.12,Medium,1672.0,Medium
7,Male,134.4,35.0,19.38,Medium,1739.0,Medium
17,Female,165.4,73.7,26.92,High,2744.0,High
12,Female,150.5,63.5,28.06,Low,1626.0,Medium
13,Female,180.3,68.4,21.05,High,2854.0,High
10,Female,155.0,62.0,25.79,Medium,2067.0,Medium
15,Female,166.4,67.7,24.45,Low,1777.0,Medium
11,Female,165.9,63.8,23.18,Medium,2188.0,Medium
5,Female,118.7,15.4,10.91,High,1278.0,Low
9,Male,124.0,15.0,9.76,Medium,1327.0,Low
9,Male,124.7,29.8,19.16,Low,1245.0,Low
14,Female,164.0,53.4,19.87,Low,1594.0,Low
8,Female,114.3,15.0,11.48,High,1194.0,Low
10,Female,129.2,32.5,19.49,Medium,1382.0,Low
11,Male,149.2,34.6,15.57,Medium,1843.0,Medium
13,Male,158.7,48.1,19.11,Low,1695.0,Medium
5,Female,144.1,53.8,25.93,High,2255.0,High
10,Female,144.3,45.3,21.74,High,2058.0,Medium
11,Male,142.5,37.2,18.32,Low,1455.0,Low
7,Male,135.9,37.0,19.99,Low,1427.0,Low
12,Male,149.0,54.4,24.49,High,2556.0,High
9,Male,123.2,32.2,21.23,High,1895.0,Medium
13,Female,158.6,49.7,19.76,Medium,1893.0,Medium
9,Male,161.6,53.4,20.45,High,2707.0,High
13,Male,168.6,73.5,25.85,Medium,2593.0,High
14,Female,175.8,81.0,26.19,Low,2013.0,Medium
8,Male,114.8,15.0,11.39,High,1498.0,Low
13,Male,159.2,51.3,20.24,Medium,2173.0,Medium
9,Male,146.1,44.6,20.88,High,2374.0,High
14,Female,179.0,79.2,24.71,Low,2015.0,Medium
13,Male,169.6,70.0,24.34,Medium,2550.0,High
7,Female,121.2,15.0,10.21,High,1281.0,Low
8,Female,122.7,23.0,15.28,Medium,1193.0,Low
13,Male,158.2,52.5,20.97,Medium,2181.0,Medium
14,Male,153.4,44.1,18.73,High,2403.0,High
15,Male,174.2,74.2,24.42,Medium,2641.0,High
10,Male,150.4,49.5,21.88,Medium,2085.0,Medium
6,Female,132.4,38.8,22.13,High,1843.0,Medium
11,Male,141.6,34.7,17.32,Low,1419.0,Low
6,Male,127.6,29.4,18.09,High,1920.0,Medium
15,Male,160.7,48.1,18.64,High,2548.0,High
6,Female,117.7,15.5,11.2,Medium,1050.0,Low
15,Male,181.7,85.4,25.87,Medium,2879.0,High
5,Male,126.2,30.6,19.21,High,1935.0,Medium
15,Female,170.1,74.5,25.76,Low,1887.0,Medium
15,Female,173.4,79.8,26.55,Medium,2468.0,High
16,Male,166.3,62.8,22.69,Medium,2389.0,High
15,Male,167.4,71.4,25.47,Low,2028.0,Medium
7,Male,114.1,29.1,22.33,Medium,1461.0,Low
10,Male,136.0,32.3,17.45,High,2031.0,Medium
12,Male,135.5,46.6,25.35,High,2264.0,High
13,Female,171.1,78.1,26.68,Medium,2436.0,High
11,Female,145.7,43.6,20.53,Medium,1696.0,Medium
8,Male,116.0,15.0,11.14,Medium,1260.0,Low
10,Male,150.8,51.7,22.76,Low,1698.0,Medium
9,Female,130.4,37.0,21.75,High,1763.0,Medium
12,Male,138.1,41.3,21.66,High,2197.0,Medium
5,Male,124.7,20.9,13.45,High,1744.0,Medium
5,Male,130.5,15.0,8.81,Medium,1418.0,Low
17,Male,156.4,61.8,25.26,Medium,2273.0,High
15,Male,170.7,55.2,18.95,Low,1858.0,Medium
10,Female,148.0,37.1,16.93,Medium,1627.0,Medium
14,Male,155.0,51.8,21.55,Medium,2133.0,Medium
16,Male,167.2,57.5,20.56,High,2781.0,High
6,Male,128.7,31.2,18.85,High,1964.0,Medium
9,Female,118.7,16.4,11.61,High,1260.0,Low
5,Female,119.5,25.8,18.07,High,1474.0,Low
11,Female,134.9,22.1,12.12,Low,1017.0,Low
5,Female,120.5,15.2,10.48,Medium,1079.0,Low
8,Male,124.9,24.9,15.98,Low,1194.0,Low
13,Female,159.6,59.9,23.53,Low,1644.0,Medium
5,Male,110.2,15.7,12.94,Medium,1238.0,Low
8,Male,118.1,15.0,10.75,High,1536.0,Low
10,Female,140.8,37.1,18.7,Medium,1560.0,Low
10,Female,153.2,57.2,24.39,Low,1582.0,Low
16,Female,170.9,53.4,18.26,Low,1633.0,Medium
17,Female,173.4,76.4,25.43,Low,1922.0,Medium
12,Female,137.6,43.7,23.09,Low,1292.0,Low
5,Male,126.4,15.7,9.85,Low,1113.0,Low
11,Female,120.8,18.2,12.51,Medium,1082.0,Low
5,Female,129.3,41.2,24.67,High,1862.0,Medium
17,Female,171.1,76.4,26.09,Medium,2381.0,High
11,Male,141.5,45.1,22.51,Medium,1927.0,Medium
7,Female,128.0,35.9,21.92,Low,1155.0,Low
15,Male,149.9,64.3,28.63,High,2717.0,High
12,Female,137.0,37.1,19.79,Medium,1510.0,Low
7,Female,132.7,29.4,16.71,High,1669.0,Medium
17,Male,170.1,78.0,26.96,High,3174.0,High
5,Female,120.9,19.4,13.26,High,1374.0,Low
17,Male,173.1,65.7,21.92,Low,1991.0,Medium
17,Male,166.4,62.1,22.42,Medium,2371.0,High
12,Male,140.0,42.5,21.67,Low,1493.0,Low
7,Female,123.2,19.6,12.9,Low,923.0,Low
6,Female,120.4,17.4,12.03,Low,883.0,Low
5,Female,113.2,15.0,11.71,High,1208.0,Low
7,Male,137.6,49.0,25.92,High,2377.0,High
6,Female,119.3,16.6,11.64,Low,865.0,Low
6,Male,116.7,15.0,11.02,Medium,1281.0,Low
10,Female,129.7,24.9,14.78,High,1527.0,Low
16,Male,138.6,45.1,23.44,Medium,1863.0,Medium
5,Male,132.0,36.6,21.0,Medium,1757.0,Medium
6,Male,132.9,28.9,16.37,Medium,1643.0,Medium
10,Female,156.9,57.2,23.22,High,2415.0,High
7,Male,123.5,25.7,16.86,Medium,1499.0,Low
8,Male,121.8,16.1,10.89,High,1598.0,Low
5,Male,119.9,15.0,10.43,Medium,1319.0,Low
12,Male,140.8,45.0,22.67,Low,1530.0,Low
17,Male,176.2,71.0,22.87,Medium,2597.0,High
11,Male,144.7,48.3,23.04,Low,1605.0,Medium
11,Female,148.8,51.3,23.2,Medium,1841.0,Medium
7,Female,120.6,21.0,14.46,Low,921.0,Low
14,Male,178.2,74.8,23.55,High,3234.0,High
14,Female,146.0,40.9,19.19,Medium,1635.0,Medium
7,Female,112.8,15.0,11.79,High,1186.0,Low
6,Male,128.8,23.9,14.39,High,1834.0,Medium
16,Male,182.5,87.1,26.14,High,3485.0,High
5,Male,122.7,33.9,22.52,High,1956.0,Medium
11,Female,136.6,46.6,24.97,Medium,1655.0,Medium
11,Male,155.0,56.2,23.38,Low,1777.0,Medium
16,Female,168.2,79.4,28.06,High,2888.0,High
6,Male,137.9,35.4,18.64,High,2144.0,Medium
11,Female,132.1,21.8,12.47,High,1489.0,Low
17,Male,177.1,92.5,29.48,Medium,2928.0,High
12,Male,129.5,33.8,20.14,Medium,1638.0,Medium
5,Female,122.1,15.0,10.06,Low,873.0,Low
13,Female,169.1,81.6,28.53,High,2965.0,High
11,Female,146.9,40.9,18.97,Low,1333.0,Low
7,Female,135.6,31.4,17.07,Low,1159.0,Low
12,Female,126.7,34.9,21.73,Medium,1380.0,Low
11,Female,146.4,57.3,26.73,Medium,1908.0,Medium
15,Male,177.0,69.0,22.02,Low,2071.0,Medium
17,Female,165.6,77.4,28.21,High,2813.0,High
12,Male,133.6,40.6,22.74,High,2134.0,Medium
10,Male,155.1,48.7,20.24,Medium,2116.0,Medium
13,Female,158.5,56.5,22.5,Medium,1995.0,Medium
9,Male,116.8,28.9,21.19,High,1761.0,Medium
7,Female,115.5,15.0,11.24,Low,811.0,Low
7,Female,123.0,34.1,22.51,High,1644.0,Medium
5,Male,126.8,33.6,20.89,Low,1330.0,Low
16,Male,152.3,56.4,24.3,Medium,2161.0,Medium
12,Female,134.4,35.4,19.62,Medium,1459.0,Low
6,Female,118.1,33.8,24.26,High,1593.0,Low
7,Male,115.5,32.4,24.3,Low,1219.0,Low
12,Male,145.4,40.4,19.14,Low,1510.0,Low
12,Male,148.6,53.5,24.23,Medium,2113.0,Medium
15,Male,167.2,82.2,29.4,Medium,2696.0,High
8,Female,127.3,21.0,12.95,Medium,1206.0,Low
8,Female,141.7,43.7,21.74,Medium,1682.0,Medium
9,Female,129.2,37.3,22.31,Medium,1462.0,Low
10,Female,152.8,36.7,15.72,Low,1334.0,Low
9,Male,120.9,27.5,18.82,Low,1188.0,Low
11,Male,154.4,45.7,19.17,Medium,2059.0,Medium
6,Female,120.4,21.9,15.12,Medium,1171.0,Low
11,Female,149.1,58.3,26.21,Low,1558.0,Low
14,Female,151.3,32.2,14.06,Low,1244.0,Low
11,Female,146.7,52.9,24.62,Medium,1845.0,Medium
5,Female,115.2,31.6,23.76,Low,1020.0,Low
11,Female,154.4,50.1,21.02,Medium,1875.0,Medium
9,Female,133.8,38.4,21.45,Medium,1521.0,Low
7,Female,120.3,31.0,21.42,Low,1039.0,Low
17,Female,185.5,72.8,21.14,Low,1969.0,Medium
7,Male,122.1,28.2,18.9,High,1828.0,Medium
8,Female,108.9,17.1,14.4,High,1170.0,Low
17,Male,157.2,62.3,25.21,Medium,2289.0,High
16,Male,154.6,55.3,23.13,Medium,2165.0,Medium
6,Female,128.8,20.8,12.53,High,1479.0,Low
6,Female,112.6,23.8,18.74,High,1351.0,Low
5,Male,119.6,19.9,13.9,Medium,1390.0,Low
9,Male,128.1,20.9,12.74,Low,1164.0,Low
8,Female,126.4,23.8,14.93,Medium,1241.0,Low
15,Male,164.9,67.8,24.95,Medium,2458.0,High
14,Female,166.3,53.8,19.45,Medium,2019.0,Medium
6,Female,121.3,21.4,14.57,Medium,1172.0,Low
7,Female,109.0,15.0,12.63,High,1143.0,Low
11,Male,141.0,51.7,26.0,Medium,2023.0,Medium
11,Male,149.7,34.7,15.48,Low,1479.0,Low
16,Female,163.6,71.1,26.57,Low,1792.0,Medium
8,Male,128.9,40.3,24.22,Medium,1760.0,Medium
9,Male,119.1,15.0,10.57,Low,1025.0,Low
9,Male,134.9,21.2,11.65,Medium,1523.0,Low
